,Hecho_Violatorio,Autoridad,Ano,Entidad,Cantidad_Quejas
872,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE JUSTICIA DEL ESTADO DE OAXACA
                                          
                                        2",2015,OAXACA,1
873,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE JUSTICIA DEL ESTADO DE QUINTANA ROO
                                          
                                        2",2015,QUINTANA ROO,2
874,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE JUSTICIA DEL ESTADO DE SAN LUIS POTOSI
                                          
                                        2",2015,SAN LUIS POTOSI,2
875,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE JUSTICIA DEL ESTADO DE SONORA
                                          
                                        2",2015,SONORA,2
876,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE JUSTICIA DEL ESTADO DE ZACATECAS
                                          
                                        2",2015,ZACATECAS,2
877,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE BAJA CALIFORNIA
                                          
                                        2",2015,BAJA CALIFORNIA,2
878,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE CAMPECHE
                                          
                                        2",2015,CAMPECHE,2
879,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE CHIAPAS
                                          
                                        2",2015,CHIAPAS,2
880,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE MORELOS
                                          
                                        2",2015,MORELOS,2
881,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE SAN LUIS POTOSI
                                          
                                        2",2015,SAN LUIS POTOSI,2
882,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE VERACRUZ
                                          
                                        2",2015,VERACRUZ,2
883,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL GOBIERNO DEL DISTRITO FEDERAL
                                          
                                        2",2015,DISTRITO FEDERAL,2
884,DETENCION ARBITRARIA,"DIRECCION DEL CENTRO DE READAPTACION SOCIAL DE ENSENADA, BAJA CALIFORNIA
                                          
                                        1",2015,BAJA CALIFORNIA,1
885,DETENCION ARBITRARIA,"DIRECCION DEL CENTRO DE READAPTACION SOCIAL DE SAN FRANCISCO KOBEN, CAMPECHE
                                          
                                        1",2015,CAMPECHE,1
886,DETENCION ARBITRARIA,"FISCALIA GENERAL DEL ESTADO DE GUERRERO
                                          
                                        1",2015,GUERRERO,1
887,DETENCION ARBITRARIA,"GOBERNADOR CONSTITUCIONAL DEL ESTADO DE BAJA CALIFORNIA
                                          
                                        1",2015,BAJA CALIFORNIA,1
888,DETENCION ARBITRARIA,"GOBERNADOR CONSTITUCIONAL DEL ESTADO DE MORELOS
                                          
                                        1",2015,MORELOS,1
889,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE ACAMBARO, GUANAJUATO
                                          
                                        1",2015,GUANAJUATO,1
890,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE AJALPAN, PUEBLA
                                          
                                        1",2015,PUEBLA,1
891,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE APIZACO, TLAXCALA
                                          
                                        1",2015,TLAXCALA,1
892,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE AYALA, MORELOS
                                          
                                        1",2015,MORELOS,1
893,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE BENITO JUAREZ, QUINTANA ROO
                                          
                                        1",2015,QUINTANA ROO,1
894,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE CAJEME, SONORA
                                          
                                        1",2015,SONORA,1
895,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE CHALCO, ESTADO DE MEXICO
                                          
                                        1",2015,(SIN ESTADO),1
896,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE CHILPANCINGO DE LOS BRAVO, GUERRERO
                                          
                                        1",2015,GUERRERO,1
897,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE ENSENADA, BAJA CALIFORNIA
                                          
                                        1",2015,BAJA CALIFORNIA,1
898,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE ESCUINAPA, SINALOA
                                          
                                        1",2015,SINALOA,1
899,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE LEON, GUANAJUATO
                                          
                                        1",2015,NAYARIT,1
900,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE LERMA, ESTADO DE MEXICO
                                          
                                        1",2015,ESTADO DE MEXICO,1
901,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE MATAMOROS, TAMAULIPAS
                                          
                                        1",2015,TAMAULIPAS,1
902,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE MATEHUALA, SAN LUIS POTOSI
                                          
                                        1",2015,SAN LUIS POTOSI,1
903,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE MIAHUATLAN DE PORFIRIO DIAZ, OAXACA
                                          
                                        1",2015,OAXACA,1
904,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE MONTERREY, NUEVO LEON
                                          
                                        1",2015,NUEVO LEON,1
905,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE NEZAHUALCOYOTL, ESTADO DE MEXICO
                                          
                                        1",2015,ESTADO DE MEXICO,1
906,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE OCOTLAN DE MORELOS, OAXACA
                                          
                                        1",2015,OAXACA,1
907,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE PALENQUE, CHIAPAS
                                          
                                        1",2015,CHIAPAS,1
908,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE PUENTE DE IXTLA, MORELOS
                                          
                                        1",2015,MORELOS,1
909,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE RIO VERDE, SAN LUIS POTOSI
                                          
                                        1",2015,SAN LUIS POTOSI,1
910,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE SAN FRANCISCO DE LOS ROMO, AGUASCALIENTES
                                          
                                        1",2015,AGUASCALIENTES,1
911,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE SAN JOSE CHILTEPEC, OAXACA
                                          
                                        1",2015,OAXACA,1
912,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE SAN JUAN BAUTISTA TUXTEPEC, OAXACA
                                          
                                        1",2015,OAXACA,1
913,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE SAN JUAN BAUTISTA VALLE NACIONAL, OAXACA
                                          
                                        1",2015,OAXACA,1
914,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE SAN LUIS DE LA PAZ, GUANAJUATO
                                          
                                        1",2015,GUANAJUATO,1
915,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE TACOTALPA, TABASCO
                                          
                                        1",2015,TABASCO,1
916,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE TAMUIN, SAN LUIS POTOSI
                                          
                                        1",2015,SAN LUIS POTOSI,1
917,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE TUXTLA GUTIERREZ, CHIAPAS
                                          
                                        1",2015,CHIAPAS,1
918,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE ZUMPANGO, ESTADO DE MEXICO
                                          
                                        1",2015,ESTADO DE MEXICO,1
919,DETENCION ARBITRARIA,"H. AYUNTAMIENTO PLAYAS DE ROSARITO, BAJA CALIFORNIA
                                          
                                        1",2015,BAJA CALIFORNIA,1
920,DETENCION ARBITRARIA,"INSTITUTO MEXICANO DEL PETROLEO
                                          
                                        1",2015,OAXACA,1
921,DETENCION ARBITRARIA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        1",2015,BAJA CALIFORNIA,1
922,DETENCION ARBITRARIA,"ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN
                                          
                                        1",2015,DURANGO,1
923,DETENCION ARBITRARIA,"PETROLEOS MEXICANOS
                                          
                                        1",2015,HIDALGO,1
924,DETENCION ARBITRARIA,"PODER JUDICIAL DEL ESTADO DE BAJA CALIFORNIA
                                          
                                        1",2015,BAJA CALIFORNIA,1
925,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE JUSTICIA DEL ESTADO DE MORELOS
                                          
                                        1",2015,MORELOS,1
926,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE JUSTICIA DEL ESTADO DE TAMAULIPAS
                                          
                                        1",2015,TAMAULIPAS,1
927,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE JUSTICIA MILITAR
                                          
                                        1",2015,DISTRITO FEDERAL,1
928,DETENCION ARBITRARIA,"SECRETARIA DE GOBERNACION
                                          
                                        1",2015,DISTRITO FEDERAL,1
929,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DE TIJUANA, BAJA CALIFORNIA
                                          
                                        1",2015,BAJA CALIFORNIA,1
930,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE BAJA CALIFORNIA SUR
                                          
                                        1",2015,BAJA CALIFORNIA,1
931,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE COLIMA
                                          
                                        1",2015,JALISCO,1
932,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE GUANAJUATO
                                          
                                        1",2015,GUANAJUATO,1
933,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE GUERRERO
                                          
                                        1",2015,GUERRERO,1
934,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE MEXICO
                                          
                                        1",2015,ESTADO DE MEXICO,1
935,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE PUEBLA
                                          
                                        1",2015,PUEBLA,1
936,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE QUERETARO
                                          
                                        1",2015,QUERETARO,1
937,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE TLAXCALA
                                          
                                        1",2015,TLAXCALA,1
938,DETENCION ARBITRARIA,"SECRETARIA DEL TRABAJO Y PREVISION SOCIAL
                                          
                                        1",2015,BAJA CALIFORNIA,1
939,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,DISTRITO FEDERAL,59
940,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,ESTADO DE MEXICO,50
941,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,JALISCO,20
942,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,SONORA,19
943,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,QUINTANA ROO,18
944,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,SAN LUIS POTOSI,15
945,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,VERACRUZ,15
946,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,CHIHUAHUA,14
947,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,SINALOA,14
948,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,TAMAULIPAS,14
949,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,CHIAPAS,13
950,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,COAHUILA,13
951,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,MICHOACAN,13
952,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,OAXACA,10
953,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,GUANAJUATO,8
954,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,HIDALGO,7
955,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,NUEVO LEON,7
956,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,ZACATECAS,7
957,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,AGUASCALIENTES,5
958,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,BAJA CALIFORNIA,5
959,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,BAJA CALIFORNIA SUR,5
960,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,CAMPECHE,5
961,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,COLIMA,5
962,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,MORELOS,5
963,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,QUERETARO,5
964,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,DURANGO,4
965,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,YUCATAN,4
966,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,GUERRERO,3
967,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,PUEBLA,3
968,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        366",2015,TLAXCALA,1
969,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,DISTRITO FEDERAL,36
970,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,ESTADO DE MEXICO,6
971,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,MICHOACAN,4
972,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,CHIHUAHUA,3
973,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,MORELOS,3
974,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,OAXACA,3
975,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,BAJA CALIFORNIA SUR,2
976,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,COAHUILA,2
977,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,HIDALGO,2
978,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,PUEBLA,2
979,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,SAN LUIS POTOSI,2
980,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,SINALOA,2
981,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,SONORA,2
982,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,TAMAULIPAS,2
983,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,VERACRUZ,2
984,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,YUCATAN,2
985,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,AGUASCALIENTES,1
986,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,BAJA CALIFORNIA,1
987,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,CHIAPAS,1
988,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,COLIMA,1
989,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,DURANGO,1
990,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,GUERRERO,1
991,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,JALISCO,1
992,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,QUERETARO,1
993,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,QUINTANA ROO,1
994,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        85",2015,ZACATECAS,1
995,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        13",2015,DISTRITO FEDERAL,7
996,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        13",2015,DURANGO,2
997,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        13",2015,CHIAPAS,1
998,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        13",2015,JALISCO,1
999,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        13",2015,MORELOS,1
1000,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        13",2015,QUINTANA ROO,1
1001,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD
                                          
                                        12",2015,DISTRITO FEDERAL,6
1002,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD
                                          
                                        12",2015,GUANAJUATO,2
1003,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD
                                          
                                        12",2015,OAXACA,2
1004,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD
                                          
                                        12",2015,SONORA,1
1005,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD
                                          
                                        12",2015,YUCATAN,1
1006,NEGLIGENCIA MEDICA,"COMISION NACIONAL DE ARBITRAJE MEDICO
                                          
                                        3",2015,ESTADO DE MEXICO,2
1007,NEGLIGENCIA MEDICA,"COMISION NACIONAL DE ARBITRAJE MEDICO
                                          
                                        3",2015,DISTRITO FEDERAL,1
1008,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS
                                          
                                        3",2015,OAXACA,1
1009,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS
                                          
                                        3",2015,TAMAULIPAS,1
1010,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS
                                          
                                        3",2015,VERACRUZ,1
1011,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD DEL ESTADO DE OAXACA
                                          
                                        3",2015,OAXACA,3
1012,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD SOCIAL PARA LAS FUERZAS ARMADAS MEXICANAS
                                          
                                        2",2015,MICHOACAN,1
1013,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD SOCIAL PARA LAS FUERZAS ARMADAS MEXICANAS
                                          
                                        2",2015,TAMAULIPAS,1
1014,NEGLIGENCIA MEDICA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        2",2015,NUEVO LEON,1
1015,NEGLIGENCIA MEDICA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        2",2015,SAN LUIS POTOSI,1
1016,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD EN EL ESTADO DE MEXICO
                                          
                                        2",2015,ESTADO DE MEXICO,2
1017,NEGLIGENCIA MEDICA,"GOBERNADOR CONSTITUCIONAL DEL ESTADO DE SONORA
                                          
                                        1",2015,SONORA,1
1018,NEGLIGENCIA MEDICA,"HOSPITAL GENERAL ""DR. MANUEL GEA GONZALEZ"" DE LA SECRETARIA DE SALUD
                                          
                                        1",2015,DISTRITO FEDERAL,1
1019,NEGLIGENCIA MEDICA,"HOSPITAL GENERAL ""RUBEN LEÑERO"" DEL GOBIERNO DEL DISTRITO FEDERAL
                                          
                                        1",2015,DISTRITO FEDERAL,1
1020,NEGLIGENCIA MEDICA,"HOSPITAL GENERAL ""XOCO"" DEL GOBIERNO DEL DISTRITO FEDERAL
                                          
                                        1",2015,DISTRITO FEDERAL,1
1021,NEGLIGENCIA MEDICA,"INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        1",2015,CHIHUAHUA,1
1022,NEGLIGENCIA MEDICA,"INSTITUTO NACIONAL DE REHABILITACION DE LA SECRETARIA DE SALUD
                                          
                                        1",2015,DISTRITO FEDERAL,1
1023,NEGLIGENCIA MEDICA,"ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN
                                          
                                        1",2015,GUANAJUATO,1
1024,NEGLIGENCIA MEDICA,"SECRETARIA DE MARINA
                                          
                                        1",2015,DISTRITO FEDERAL,1
1025,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD DEL DISTRITO FEDERAL
                                          
                                        1",2015,DISTRITO FEDERAL,1
1026,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD DEL ESTADO DE CHIAPAS
                                          
                                        1",2015,CHIAPAS,1
1027,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD DEL ESTADO DE GUERRERO
                                          
                                        1",2015,GUERRERO,1
1028,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD DEL ESTADO DE TAMAULIPAS
                                          
                                        1",2015,DISTRITO FEDERAL,1
1029,NEGLIGENCIA MEDICA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE MEXICO
                                          
                                        1",2015,GUANAJUATO,1
1030,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        11",2016,TAMAULIPAS,5
1031,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        11",2016,CHIHUAHUA,2
1032,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        11",2016,CHIAPAS,1
1033,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        11",2016,ESTADO DE MEXICO,1
1034,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        11",2016,JALISCO,1
1035,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        11",2016,OAXACA,1
1036,PRIVAR DE LA VIDA,"SECRETARIA DE MARINA
                                          
                                        6",2016,TAMAULIPAS,4
1037,PRIVAR DE LA VIDA,"SECRETARIA DE MARINA
                                          
                                        6",2016,GUERRERO,1
1038,PRIVAR DE LA VIDA,"SECRETARIA DE MARINA
                                          
                                        6",2016,OAXACA,1
1039,PRIVAR DE LA VIDA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        5",2016,CHIAPAS,1
1040,PRIVAR DE LA VIDA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        5",2016,GUERRERO,1
1041,PRIVAR DE LA VIDA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        5",2016,OAXACA,1
1042,PRIVAR DE LA VIDA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        5",2016,SONORA,1
1043,PRIVAR DE LA VIDA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        5",2016,TAMAULIPAS,1
1044,PRIVAR DE LA VIDA,"COMISION FEDERAL DE ELECTRICIDAD
                                          
                                        3",2016,CHIHUAHUA,1
1045,PRIVAR DE LA VIDA,"COMISION FEDERAL DE ELECTRICIDAD
                                          
                                        3",2016,DURANGO,1
1046,PRIVAR DE LA VIDA,"COMISION FEDERAL DE ELECTRICIDAD
                                          
                                        3",2016,TAMAULIPAS,1
1047,PRIVAR DE LA VIDA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        2",2016,CHIAPAS,1
1048,PRIVAR DE LA VIDA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        2",2016,VERACRUZ,1
1049,PRIVAR DE LA VIDA,"SECRETARIA DE COMUNICACIONES Y TRANSPORTES
                                          
                                        2",2016,BAJA CALIFORNIA SUR,1
1050,PRIVAR DE LA VIDA,"SECRETARIA DE COMUNICACIONES Y TRANSPORTES
                                          
                                        2",2016,TLAXCALA,1
1051,PRIVAR DE LA VIDA,"FISCALIA GENERAL DEL ESTADO DE CHIHUAHUA
                                          
                                        1",2016,CHIHUAHUA,1
1052,PRIVAR DE LA VIDA,"H. AYUNTAMIENTO DE OCOZOCOAUTLA DE ESPINOZA, CHIAPAS
                                          
                                        1",2016,CHIAPAS,1
