,Entidad,Ano,Tipo,Descripcion,Cantidad
902,SONORA,2015,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",49
903,SONORA,2015,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,32
904,SONORA,2015,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,31
905,SONORA,2015,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,23
906,SONORA,2015,Hecho_Violatorio,NEGLIGENCIA MEDICA,19
907,SONORA,2015,Hecho_Violatorio,OMITIR PRESTAR ATENCION MEDICA,14
908,SONORA,2015,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,12
909,SONORA,2015,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,11
910,SONORA,2015,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,5
911,SONORA,2015,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,4
912,SONORA,2015,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS ADULTOS MAYORES,3
913,SONORA,2015,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,3
914,SONORA,2015,Hecho_Violatorio,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",3
915,SONORA,2015,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,3
916,SONORA,2015,Hecho_Violatorio,INTEGRACION IRREGULAR DE EXPEDIENTES,2
917,SONORA,2015,Hecho_Violatorio,NO SE PUEDE DETERMINAR,2
918,SONORA,2015,Hecho_Violatorio,DISCRIMINACION POR MOTIVOS RELIGIOSOS,1
919,SONORA,2015,Hecho_Violatorio,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",1
920,SONORA,2015,Hecho_Violatorio,OMITIR DAR INFORMACION,1
921,SONORA,2015,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,1
922,SONORA,2015,Hecho_Violatorio,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,1
923,SONORA,2015,Hecho_Violatorio,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,1
924,SONORA,2015,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,48
925,SONORA,2015,Motivo_Conclusion,ORIENTACION,13
926,SONORA,2015,Motivo_Conclusion,POR NO EXISTIR MATERIA,6
927,SONORA,2015,Motivo_Conclusion,DESISTIMIENTO DEL QUEJOSO,2
928,SONORA,2015,Motivo_Conclusion,FALTA DE INTERES PROCESAL DEL QUEJOSO,1
929,TABASCO,2015,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,3
930,TABASCO,2015,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,2
931,TABASCO,2015,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
932,TABASCO,2015,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,1
933,TABASCO,2015,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,1
934,TABASCO,2015,Motivo_Conclusion,POR NO EXISTIR MATERIA,2
935,TABASCO,2015,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,1
936,TABASCO,2015,Motivo_Conclusion,ORIENTACION,1
937,TAMAULIPAS,2015,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,40
938,TAMAULIPAS,2015,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,28
939,TAMAULIPAS,2015,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",23
940,TAMAULIPAS,2015,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,15
941,TAMAULIPAS,2015,Hecho_Violatorio,NEGLIGENCIA MEDICA,14
942,TAMAULIPAS,2015,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,9
943,TAMAULIPAS,2015,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,8
944,TAMAULIPAS,2015,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,4
945,TAMAULIPAS,2015,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,3
946,TAMAULIPAS,2015,Hecho_Violatorio,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,3
947,TAMAULIPAS,2015,Hecho_Violatorio,NO SE PUEDE DETERMINAR,2
948,TAMAULIPAS,2015,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,2
949,TAMAULIPAS,2015,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,2
950,TAMAULIPAS,2015,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS ADULTOS MAYORES,1
951,TAMAULIPAS,2015,Hecho_Violatorio,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",1
952,TAMAULIPAS,2015,Hecho_Violatorio,"OMITIR DICTAR EL ACUERDO ESCRITO CORRESPONDIENTE, EN RESPUESTA A LA PETICION",1
953,TAMAULIPAS,2015,Hecho_Violatorio,PRIVAR A UN MENOR DE CUIDADOS CONTINUOS,1
954,TAMAULIPAS,2015,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,33
955,TAMAULIPAS,2015,Motivo_Conclusion,ORIENTACION,10
956,TAMAULIPAS,2015,Motivo_Conclusion,POR NO EXISTIR MATERIA,4
957,TLAXCALA,2015,Hecho_Violatorio,NEGLIGENCIA MEDICA,1
958,TLAXCALA,2015,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,1
959,TLAXCALA,2015,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,1
960,TLAXCALA,2015,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,1
961,VERACRUZ,2015,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,24
962,VERACRUZ,2015,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,23
963,VERACRUZ,2015,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",16
964,VERACRUZ,2015,Hecho_Violatorio,NEGLIGENCIA MEDICA,15
965,VERACRUZ,2015,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,8
966,VERACRUZ,2015,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,7
967,VERACRUZ,2015,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,6
968,VERACRUZ,2015,Hecho_Violatorio,NO SE PUEDE DETERMINAR,3
969,VERACRUZ,2015,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,3
970,VERACRUZ,2015,Hecho_Violatorio,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",3
971,VERACRUZ,2015,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,2
972,VERACRUZ,2015,Hecho_Violatorio,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",1
973,VERACRUZ,2015,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
974,VERACRUZ,2015,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,28
975,VERACRUZ,2015,Motivo_Conclusion,ORIENTACION,8
976,VERACRUZ,2015,Motivo_Conclusion,POR NO EXISTIR MATERIA,8
977,VERACRUZ,2015,Motivo_Conclusion,ACUMULACION,1
978,YUCATAN,2015,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,24
979,YUCATAN,2015,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",8
980,YUCATAN,2015,Hecho_Violatorio,OMITIR DAR INFORMACION,8
981,YUCATAN,2015,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,5
982,YUCATAN,2015,Hecho_Violatorio,NEGLIGENCIA MEDICA,4
983,YUCATAN,2015,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,4
984,YUCATAN,2015,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,3
985,YUCATAN,2015,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,3
986,YUCATAN,2015,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,3
987,YUCATAN,2015,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,2
988,YUCATAN,2015,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,2
989,YUCATAN,2015,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,37
990,YUCATAN,2015,Motivo_Conclusion,ORIENTACION,1
991,ZACATECAS,2015,Hecho_Violatorio,NEGLIGENCIA MEDICA,7
992,ZACATECAS,2015,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,5
993,ZACATECAS,2015,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,3
994,ZACATECAS,2015,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
995,ZACATECAS,2015,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,1
996,ZACATECAS,2015,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,1
997,ZACATECAS,2015,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,4
998,AGUASCALIENTES,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,24
999,AGUASCALIENTES,2016,Hecho_Violatorio,OMITIR DAR INFORMACION,8
1000,AGUASCALIENTES,2016,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,4
1001,AGUASCALIENTES,2016,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,3
1002,AGUASCALIENTES,2016,Hecho_Violatorio,NEGLIGENCIA MEDICA,2
1003,AGUASCALIENTES,2016,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
1004,AGUASCALIENTES,2016,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
1005,AGUASCALIENTES,2016,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
1006,AGUASCALIENTES,2016,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,1
1007,AGUASCALIENTES,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,33
1008,BAJA CALIFORNIA,2016,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,22
1009,BAJA CALIFORNIA,2016,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",19
1010,BAJA CALIFORNIA,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,17
1011,BAJA CALIFORNIA,2016,Hecho_Violatorio,NEGLIGENCIA MEDICA,11
1012,BAJA CALIFORNIA,2016,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,5
1013,BAJA CALIFORNIA,2016,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,3
1014,BAJA CALIFORNIA,2016,Hecho_Violatorio,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,3
1015,BAJA CALIFORNIA,2016,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,3
1016,BAJA CALIFORNIA,2016,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,3
1017,BAJA CALIFORNIA,2016,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS ADULTOS MAYORES,1
1018,BAJA CALIFORNIA,2016,Hecho_Violatorio,NO SE PUEDE DETERMINAR,1
1019,BAJA CALIFORNIA,2016,Hecho_Violatorio,OMITIR BRINDAR ASESORIA JURIDICA E INFORMACION SOBRE EL DESARROLLO DEL PROCEDIMIENTO,1
1020,BAJA CALIFORNIA,2016,Hecho_Violatorio,OMITIR OBSERVAR LOS PLAZOS QUE FIJA LA LEY EN EL PROCEDIMIENTO AL MINISTERIO PUBLICO,1
1021,BAJA CALIFORNIA,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,12
1022,BAJA CALIFORNIA,2016,Motivo_Conclusion,ORIENTACION,4
1023,BAJA CALIFORNIA,2016,Motivo_Conclusion,ACUMULACION,2
1024,BAJA CALIFORNIA,2016,Motivo_Conclusion,POR NO EXISTIR MATERIA,2
1025,BAJA CALIFORNIA SUR,2016,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,20
1026,BAJA CALIFORNIA SUR,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,17
1027,BAJA CALIFORNIA SUR,2016,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,10
1028,BAJA CALIFORNIA SUR,2016,Hecho_Violatorio,NEGLIGENCIA MEDICA,4
1029,BAJA CALIFORNIA SUR,2016,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,4
1030,BAJA CALIFORNIA SUR,2016,Hecho_Violatorio,OMITIR RESPETAR LOS DERECHOS DE LAS PERSONAS CON ALGUN TIPO DE DISCAPACIDAD,2
1031,BAJA CALIFORNIA SUR,2016,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,2
1032,BAJA CALIFORNIA SUR,2016,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
1033,BAJA CALIFORNIA SUR,2016,Hecho_Violatorio,LIMITAR EL ACCESO AL SERVICIO PUBLICO DE SALUD,1
1034,BAJA CALIFORNIA SUR,2016,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
1035,BAJA CALIFORNIA SUR,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,25
1036,BAJA CALIFORNIA SUR,2016,Motivo_Conclusion,ACUMULACION,1
1037,BAJA CALIFORNIA SUR,2016,Motivo_Conclusion,ORIENTACION,1
1038,CAMPECHE,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,6
1039,CAMPECHE,2016,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",2
1040,CAMPECHE,2016,Hecho_Violatorio,NEGLIGENCIA MEDICA,2
1041,CAMPECHE,2016,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,1
1042,CAMPECHE,2016,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,1
1043,CAMPECHE,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,4
1044,CHIHUAHUA,2016,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,34
1045,CHIHUAHUA,2016,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",33
1046,CHIHUAHUA,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,21
1047,CHIHUAHUA,2016,Hecho_Violatorio,NEGLIGENCIA MEDICA,16
1048,CHIHUAHUA,2016,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,11
1049,CHIHUAHUA,2016,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,3
1050,CHIHUAHUA,2016,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,3
1051,CHIHUAHUA,2016,Hecho_Violatorio,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",3
1052,CHIHUAHUA,2016,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,3
1053,CHIHUAHUA,2016,Hecho_Violatorio,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,3
1054,CHIHUAHUA,2016,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,2
1055,CHIHUAHUA,2016,Hecho_Violatorio,INTEGRACION IRREGULAR DE EXPEDIENTES,2
1056,CHIHUAHUA,2016,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,2
1057,CHIHUAHUA,2016,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,2
1058,CHIHUAHUA,2016,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,2
1059,CHIHUAHUA,2016,Hecho_Violatorio,PRIVAR A UN MENOR DE CUIDADOS CONTINUOS,2
1060,CHIHUAHUA,2016,Hecho_Violatorio,NO SE PUEDE DETERMINAR,1
1061,CHIHUAHUA,2016,Hecho_Violatorio,OMITIR DAR INFORMACION,1
1062,CHIHUAHUA,2016,Hecho_Violatorio,"OMITIR DICTAR EL ACUERDO ESCRITO CORRESPONDIENTE, EN RESPUESTA A LA PETICION",1
1063,CHIHUAHUA,2016,Hecho_Violatorio,OMITIR HACER CONSTAR EL ACTO DE AUTORIDAD EN UN MANDAMIENTO ESCRITO,1
1064,CHIHUAHUA,2016,Hecho_Violatorio,PRIVACION DE LA VIDA DEL PRODUCTO DE LA CONCEPCION,1
1065,CHIHUAHUA,2016,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",1
1066,CHIHUAHUA,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,17
1067,CHIHUAHUA,2016,Motivo_Conclusion,ORIENTACION,9
1068,CHIHUAHUA,2016,Motivo_Conclusion,POR NO EXISTIR MATERIA,4
1069,CHIAPAS,2016,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,27
1070,CHIAPAS,2016,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",26
1071,CHIAPAS,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,13
1072,CHIAPAS,2016,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,11
1073,CHIAPAS,2016,Hecho_Violatorio,NEGLIGENCIA MEDICA,8
1074,CHIAPAS,2016,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,8
1075,CHIAPAS,2016,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,4
1076,CHIAPAS,2016,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,2
1077,CHIAPAS,2016,Hecho_Violatorio,ABANDONO DEL PACIENTE,1
1078,CHIAPAS,2016,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS INDIGENAS,1
1079,CHIAPAS,2016,Hecho_Violatorio,INTEGRACION IRREGULAR DE EXPEDIENTES,1
1080,CHIAPAS,2016,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,1
1081,CHIAPAS,2016,Hecho_Violatorio,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,1
1082,CHIAPAS,2016,Hecho_Violatorio,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",1
1083,CHIAPAS,2016,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
1084,CHIAPAS,2016,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
1085,CHIAPAS,2016,Hecho_Violatorio,"OMITIR PRESTAR ASISTENCIA MEDICA ESPECIAL, EN CASO DE MATERNIDAD E INFANCIA",1
1086,CHIAPAS,2016,Hecho_Violatorio,PRIVAR DE LA VIDA,1
1087,CHIAPAS,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,14
1088,CHIAPAS,2016,Motivo_Conclusion,ORIENTACION,5
1089,CHIAPAS,2016,Motivo_Conclusion,POR NO EXISTIR MATERIA,2
1090,CHIAPAS,2016,Motivo_Conclusion,DESISTIMIENTO DEL QUEJOSO,1
1091,COAHUILA,2016,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,50
1092,COAHUILA,2016,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,38
1093,COAHUILA,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,35
1094,COAHUILA,2016,Hecho_Violatorio,NEGLIGENCIA MEDICA,9
1095,COAHUILA,2016,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,6
1096,COAHUILA,2016,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,3
1097,COAHUILA,2016,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,3
1098,COAHUILA,2016,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,3
1099,COAHUILA,2016,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,3
1100,COAHUILA,2016,Hecho_Violatorio,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,2
1101,COAHUILA,2016,Hecho_Violatorio,"OMITIR TOMAR LAS MEDIDAS CORRESPONDIENTES PARA GARANTIZAR LA REPARACION DEL DAÑO Y, EN SU CASO, LA INDEMNIZACION",1
1102,COAHUILA,2016,Hecho_Violatorio,"OMITIR, SUSPENDER, RETRASAR O BRINDAR DEFICIENTEMENTE LOS SERVICIOS, EN MATERIA DE TRANSPORTE",1
1103,COAHUILA,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,68
1104,COAHUILA,2016,Motivo_Conclusion,ORIENTACION,13
1105,COLIMA,2016,Hecho_Violatorio,NEGLIGENCIA MEDICA,4
1106,COLIMA,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,3
1107,COLIMA,2016,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,3
1108,COLIMA,2016,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,1
1109,COLIMA,2016,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,1
1110,COLIMA,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,6
1111,COLIMA,2016,Motivo_Conclusion,POR NO EXISTIR MATERIA,1
1112,DISTRITO FEDERAL,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,186
1113,DISTRITO FEDERAL,2016,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,102
1114,DISTRITO FEDERAL,2016,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,64
1115,DISTRITO FEDERAL,2016,Hecho_Violatorio,NEGLIGENCIA MEDICA,53
1116,DISTRITO FEDERAL,2016,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,30
